Local time,Open,High,Low,Close,Volume
2020-01-01 00:00:00-05:00,1516.915,1516.915,1516.915,1516.915,0.0
2020-01-01 04:00:00-05:00,1516.915,1516.915,1516.915,1516.915,0.0
2020-01-01 08:00:00-05:00,1516.915,1516.915,1516.915,1516.915,0.0
2020-01-01 12:00:00-05:00,1516.915,1516.915,1516.915,1516.915,0.0
2020-01-01 16:00:00-05:00,1516.915,1521.068,1516.915,1518.625,1256889.9989
2020-01-01 20:00:00-05:00,1518.605,1521.135,1517.115,1519.485,3222889.9897
2020-01-02 00:00:00-05:00,1519.425,1521.375,1518.395,1520.748,6707939.9825
2020-01-02 04:00:00-05:00,1520.758,1523.615,1519.515,1523.048,5916119.9331
2020-01-02 08:00:00-05:00,1522.995,1531.328,1522.648,1525.455,17658090.1147
2020-01-02 12:00:00-05:00,1525.468,1528.548,1522.715,1528.298,9215260.0288
2020-01-02 16:00:00-05:00,1528.308,1530.588,1527.835,1530.475,1561114.9966
2020-01-02 20:00:00-05:00,1530.475,1540.968,1529.868,1538.715,8890050.0536
2020-01-03 00:00:00-05:00,1538.698,1545.378,1538.288,1544.265,13817875.8622
2020-01-03 04:00:00-05:00,1544.285,1551.445,1544.125,1546.365,13872269.6305
2020-01-03 08:00:00-05:00,1546.358,1550.988,1540.848,1548.238,22314660.5492
2020-01-03 12:00:00-05:00,1548.148,1553.515,1546.158,1548.978,12360840.0822
2020-01-03 16:00:00-05:00,1548.978,1552.148,1548.548,1551.515,905614.9721
2020-01-03 20:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-04 00:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-04 04:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-04 08:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-04 12:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-04 16:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-04 20:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-05 00:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-05 04:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-05 08:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-05 12:00:00-05:00,1551.515,1551.515,1551.515,1551.515,0.0
2020-01-05 16:00:00-05:00,1551.515,1585.625,1551.515,1569.475,5586454.8683
2020-01-05 20:00:00-05:00,1569.465,1579.965,1568.725,1576.025,12288089.7523
2020-01-06 00:00:00-05:00,1576.025,1577.735,1570.145,1575.645,13831979.99
2020-01-06 04:00:00-05:00,1575.635,1579.278,1574.155,1576.595,9355109.93
2020-01-06 08:00:00-05:00,1576.595,1577.655,1560.755,1564.665,20319440.1264
2020-01-06 12:00:00-05:00,1564.688,1568.468,1562.075,1565.508,11889632.940200001
2020-01-06 16:00:00-05:00,1565.508,1566.665,1562.515,1564.255,1761869.9968
2020-01-06 20:00:00-05:00,1564.235,1564.575,1555.248,1559.165,7755740.0465
2020-01-07 00:00:00-05:00,1559.168,1570.845,1558.965,1564.835,14642479.8966
2020-01-07 04:00:00-05:00,1564.845,1569.525,1563.198,1565.095,9333906.889
2020-01-07 08:00:00-05:00,1565.135,1571.728,1564.548,1571.048,24648030.281000003
2020-01-07 12:00:00-05:00,1571.048,1573.088,1569.498,1571.745,11048749.9237
2020-01-07 16:00:00-05:00,1571.735,1611.325,1571.468,1598.878,12511124.8493
2020-01-07 20:00:00-05:00,1598.878,1604.685,1583.538,1593.105,20599169.4928
2020-01-08 00:00:00-05:00,1593.075,1595.338,1579.925,1580.915,18456489.8014
2020-01-08 04:00:00-05:00,1580.915,1585.655,1573.415,1575.315,15900660.038
2020-01-08 08:00:00-05:00,1575.395,1578.258,1552.568,1558.878,27250980.3771
2020-01-08 12:00:00-05:00,1558.818,1562.208,1552.178,1559.818,16106179.714200001
2020-01-08 16:00:00-05:00,1559.758,1560.718,1553.735,1556.565,3517069.9954
2020-01-08 20:00:00-05:00,1556.635,1561.285,1555.958,1558.325,5652509.868199999
2020-01-09 00:00:00-05:00,1558.325,1558.905,1540.105,1547.268,13712459.9219
2020-01-09 04:00:00-05:00,1547.305,1556.488,1544.855,1554.645,11536740.004900001
2020-01-09 08:00:00-05:00,1554.665,1554.725,1544.745,1549.455,15853419.7808
2020-01-09 12:00:00-05:00,1549.355,1555.028,1549.115,1550.695,6489240.0503
2020-01-09 16:00:00-05:00,1550.738,1553.648,1550.055,1551.845,1945324.9574
2020-01-09 20:00:00-05:00,1551.845,1551.855,1545.665,1547.035,3885142.0284
2020-01-10 00:00:00-05:00,1547.025,1552.368,1546.185,1551.005,7025110.0659
2020-01-10 04:00:00-05:00,1550.995,1551.275,1547.735,1549.445,4304289.8774
2020-01-10 08:00:00-05:00,1549.455,1560.995,1546.768,1559.928,23683070.1828
2020-01-10 12:00:00-05:00,1559.915,1560.928,1557.785,1560.198,9450739.860399999
2020-01-10 16:00:00-05:00,1560.198,1563.008,1560.198,1561.785,939175.0097
2020-01-10 20:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-11 00:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-11 04:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-11 08:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-11 12:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-11 16:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-11 20:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-12 00:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-12 04:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-12 08:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-12 12:00:00-05:00,1561.785,1561.785,1561.785,1561.785,0.0
2020-01-12 16:00:00-05:00,1561.785,1561.785,1557.915,1558.595,990690.0227
2020-01-12 20:00:00-05:00,1558.598,1558.685,1554.235,1555.625,4388016.075
2020-01-13 00:00:00-05:00,1555.645,1556.365,1549.835,1550.315,7433599.829700001
2020-01-13 04:00:00-05:00,1550.305,1554.915,1546.408,1554.895,8584430.0985
2020-01-13 08:00:00-05:00,1554.905,1556.048,1548.578,1550.545,15942130.0888
2020-01-13 12:00:00-05:00,1550.545,1551.128,1548.155,1548.555,7220790.147700001
2020-01-13 16:00:00-05:00,1548.585,1549.045,1541.675,1543.428,2449285.0302999998
2020-01-13 20:00:00-05:00,1543.468,1543.525,1535.828,1538.875,8894517.7794
2020-01-14 00:00:00-05:00,1538.875,1545.868,1536.058,1544.408,9973250.0314
2020-01-14 04:00:00-05:00,1544.428,1545.918,1542.215,1543.088,8641950.249699999
2020-01-14 08:00:00-05:00,1543.088,1546.965,1540.868,1542.388,20016919.8512
2020-01-14 12:00:00-05:00,1542.375,1548.745,1542.005,1546.948,14981450.0809
2020-01-14 16:00:00-05:00,1547.048,1549.995,1545.665,1549.095,2303780.0193
2020-01-14 20:00:00-05:00,1549.065,1552.825,1546.288,1551.965,6481229.0669
2020-01-15 00:00:00-05:00,1551.945,1554.205,1550.228,1553.405,7224449.9923
2020-01-15 04:00:00-05:00,1553.405,1553.628,1550.108,1550.705,6590940.1178
2020-01-15 08:00:00-05:00,1550.768,1556.958,1546.888,1551.768,26837993.8603
